"id",Market,Product Name,Price,Original Price,Discount,Image URL,Local Image Path
"401","Bravo Supermarket Bulbul kuc.","Aktiviya Yoqurt Çiyələk ilə 120qr","1.05","1.20","13%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/012e2e16-0924-11ef-92a2-16088b406a15_646409.jpg","images/aktiviya_yoqurt__iy_l_k_il__120qr_400.jpg"
"402","Bravo Supermarket Bulbul kuc.","Şedro Ketçup Steyk üçün 250qr","1.59","2.05","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/f168ef8a-0922-11ef-a17b-06cc02b97407_599874.jpg","images/_edro_ket_up_steyk____n_250qr_401.jpg"
"403","Bravo Supermarket Bulbul kuc.","Activia Yoqurt Qara Gavalı ilə 120qr","1.05","1.20","13%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/da97df76-0924-11ef-9d14-8e2a2e5ec958_208853.jpg","images/activia_yoqurt_qara_gaval__il__120qr_402.jpg"
"404","Bravo Supermarket Bulbul kuc.","Felix Pişik Balaları üçün Nəm Yem Toyuq ilə 75qr","0.75","0.95","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/67aaa5a4-0ba7-11ef-8583-de73be42a0a1_335642.jpg","images/felix_pi_ik_balalar_____n_n_m_yem_toyuq_il__75qr_403.jpg"
"405","Bravo Supermarket Bulbul kuc.","Çörəkçi Kruassan Şokoladlı 1əd","0.55","0.75","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/29501140-f5c6-11ef-a3e7-325ce51a2b12_wmx_1.png","images/__r_k_i_kruassan__okoladl__1_d_404.png"
"406","Bravo Supermarket Bulbul kuc.","Oral-b Shinycln 40 Med 12 Spk 8*12","1.59","2.05","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/f31e3d54-ab2d-11f0-87d5-eacccceb3b9f_3014260808105.jpg","images/oral_b_shinycln_40_med_12_spk_8_12_405.jpg"
"407","Bravo Supermarket Bulbul kuc.","Burma Poğaça Zeytunlu Pendirli","0.99","1.20","18%","https://imageproxy.wolt.com/assets/694aa8061b17af7f09c22e63","images/burma_po_a_a_zeytunlu_pendirli_406.jpg"
"408","Bravo Supermarket Bulbul kuc.","Eti Gold Şokoladlı Vafli 29qr","0.79","0.95","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/36b891f8-0923-11ef-9de9-06746260eb18_610254.jpg","images/eti_gold__okoladl__vafli_29qr_407.jpg"
"409","Bravo Supermarket Bulbul kuc.","Ankara Makaron İncə Uzun 500qr","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/8f050824-0ba7-11ef-8103-82442ccc58cd_379829.jpg","images/ankara_makaron__nc__uzun_500qr_408.jpg"
"410","Bravo Supermarket Bulbul kuc.","Kök Yerli 1kq 3046","0.99","1.19","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/6c3dc8da-0927-11ef-90a5-f6ce40ed4f4d_238855.jpg","images/k_k_yerli_1kq_3046_409.jpg"
"411","Bravo Supermarket Bulbul kuc.","Badamlı Qazsız Su 1l","0.80","0.95","16%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/be1217ae-0924-11ef-a515-3ee8389cf23c_208455.jpg","images/badaml__qazs_z_su_1l_410.jpg"
"412","Bravo Supermarket Bulbul kuc.","Kenton Şəkərli Vanilya 5əd 5qr","0.60","0.70","14%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/19cc14ae-0921-11ef-82ba-7e5f9bc1047e_436215.jpg","images/kenton___k_rli_vanilya_5_d_5qr_411.jpg"
"413","Bravo Supermarket Bulbul kuc.","Nut & Go Badam-Kokoslu Baton 36qr","0.98","1.19","18%","No image",""
"414","Bravo Supermarket Bulbul kuc.","Nut & Go Badamlı Baton 34qr","0.98","1.19","18%","No image",""
"415","Bravo Supermarket Bulbul kuc.","Felix Pişiklər üçün Quş və Mal Əti Yaş Yem 75qr","0.75","0.95","21%","https://imageproxy.wolt.com/assets/693c3176412f4b47cf4bc9ff","images/felix_pi_ikl_r____n_qu__v__mal__ti_ya__yem_75qr_414.jpg"
"416","Bravo Supermarket Bulbul kuc.","Felix Pişiklər üçün Balıqlı Yaş Yem 75qr","0.75","0.95","21%","https://imageproxy.wolt.com/assets/693c31badcf93820d67a5de1","images/felix_pi_ikl_r____n_bal_ql__ya__yem_75qr_415.jpg"
"417","Bravo Supermarket Bulbul kuc.","Ankara Spaghetti 500qr","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/94f87ff0-0926-11ef-a1fd-623377adb5c6_223824.jpg","images/ankara_spaghetti_500qr_416.jpg"
"418","Bravo Supermarket Bulbul kuc.","Burma Bulka Kəsmik ilə 1əd 29358","0.59","0.70","16%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/9344e2b6-1d85-11ef-8380-0acdbec54505_11111.png","images/burma_bulka_k_smik_il__1_d_29358_417.png"
"419","Bravo Supermarket Bulbul kuc.","Nescafe 3-ü 1-də Karamelli 14.5qr","0.25","0.35","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/a257d4fe-beb9-11ef-ae44-0af16988a1e9_46226938.jpg","images/nescafe_3___1_d__karamelli_14_5qr_418.jpg"
"420","Bravo Supermarket Bulbul kuc.","Milla Kəsmik 3% 180qr","1.99","2.50","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/0016db18-1120-11f0-8272-d60615bb4011_image_photoroom.jpg","images/milla_k_smik_3__180qr_419.jpg"
"421","Bravo Supermarket Bulbul kuc.","Tuk Xama və Soğanlı Peçenye 100qr","1.69","2.60","35%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/df81ee80-0926-11ef-938f-a22bc2706a25_225077.jpg","images/tuk_xama_v__so_anl__pe_enye_100qr_420.jpg"
"422","Bravo Supermarket Bulbul kuc.","Tuk Kreker Bişmiş Kolbasa ilə 100qr","1.69","2.60","35%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/4f4a5e46-0ba7-11ef-a7ea-a25cba9de1b3_306275.jpg","images/tuk_kreker_bi_mi__kolbasa_il__100qr_421.jpg"
"423","Bravo Supermarket Bulbul kuc.","Felix Pişiklər üçün Nəm Yem Qızılbalıq ilə 75qr","0.75","0.95","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/768ee0ea-0926-11ef-9d39-8e2a2e5ec958_223714.jpg","images/felix_pi_ikl_r____n_n_m_yem_q_z_lbal_q_il__75qr_422.jpg"
"424","Bravo Supermarket Bulbul kuc.","Valesto Börək Pendir və İspanaq ilə 20695","0.89","1.15","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/f4e506aa-1d84-11ef-80f7-125e91fa78d1_11111.png","images/valesto_b_r_k_pendir_v___spanaq_il__20695_423.png"
"425","Bravo Supermarket Bulbul kuc.","Soğan Setka 3kq 17016","0.49","0.69","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/e1e37d2a-0920-11ef-a1ff-16b5d6efcecb_416537.jpg","images/so_an_setka_3kq_17016_424.jpg"
"426","Bravo Supermarket Bulbul kuc.","Valesto Börək Kartoflu","0.79","1.15","31%","https://imageproxy.wolt.com/assets/694aaa53ba77b0b8b3a1aad5","images/valesto_b_r_k_kartoflu_425.jpg"
"427","Bravo Supermarket Bulbul kuc.","Rollton Toz Bulyon Mal Əti ilə 90qr","0.95","1.15","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/b7514d2a-0926-11ef-9190-e6f3dc9c4ab3_224411.jpg","images/rollton_toz_bulyon_mal__ti_il__90qr_426.jpg"
"428","Bravo Supermarket Bulbul kuc.","Felix Pişiklər üçün Nəm Yem Dovşan Əti ilə 75qr","0.75","0.95","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66f6a23f86a34ceec78687fc/0afdba38-9209-11ef-830b-a69b54156622_223726.jpg","images/felix_pi_ikl_r____n_n_m_yem_dov_an__ti_il__75qr_427.jpg"
"429","Bravo Supermarket Bulbul kuc.","Soğan Təzə kq 6760","0.35","0.49","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/c8988f1a-1da5-11ef-8919-9eb4713a4d8e_11111.png","images/so_an_t_z__kq_6760_428.png"
"430","Bravo Supermarket Bulbul kuc.","Rollton Toz Bulyon Toyuq ilə 90qr","0.95","1.15","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/b750ec40-0926-11ef-a740-8a92e9e5950d_224412.jpg","images/rollton_toz_bulyon_toyuq_il__90qr_429.jpg"
"431","Bravo Supermarket Bulbul kuc.","Club 4 Lapi Balaca İtlər üçün Nəm Yem İntegramix 100qr","0.99","1.09","9%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/170d20a4-0ba7-11ef-99a3-aa3e17b82632_272022.jpg","images/club_4_lapi_balaca__tl_r____n_n_m_yem__ntegramix_1_430.jpg"
"432","Bravo Supermarket Bulbul kuc.","Nut & Go Badam Araxisli Baton 36qr","0.80","0.95","16%","No image",""
"433","Bravo Supermarket Bulbul kuc.","Smart Parıldadıcı Süngər Orta Natural","1.49","1.95","24%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/f367a72e-d26f-11ef-9dd7-e28f97d129f7_563594.jpg","images/smart_par_ldad_c__s_ng_r_orta_natural_432.jpg"
"434","Bravo Supermarket Bulbul kuc.","Tibet Hayat Kenton Kakao 25qr","0.90","1.09","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/4bc85f2a-0ba7-11ef-ab59-26a12ebc14e2_304917.jpg","images/tibet_hayat_kenton_kakao_25qr_433.jpg"
"435","Bravo Supermarket Bulbul kuc.","Dr.Oetker Kakao 25qr","1.65","1.95","15%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/99e655dc-0926-11ef-a54b-8a92e9e5950d_223844.jpg","images/dr_oetker_kakao_25qr_434.jpg"
"436","Bravo Supermarket Bulbul kuc.","Atena Ayran 290 Ml","0.89","1.09","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/d1b705c6-6509-11ef-80f6-1eb6a87e8b9f_11111.png","images/atena_ayran_290_ml_435.png"
"437","Bravo Supermarket Bulbul kuc.","Felix Pişiklər üçün Nəm Yem Forel Balığı ilə 75qr","0.75","0.95","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/794b70b4-0926-11ef-8d65-ee53159dff14_223729.jpg","images/felix_pi_ikl_r____n_n_m_yem_forel_bal____il__75qr_436.jpg"
"438","Bravo Supermarket Bulbul kuc.","Milla Qatıq 3.5% 500qr","1.79","1.99","10%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/136d4056-0926-11ef-9491-9adc7dc22caf_218789.jpg","images/milla_qat_q_3_5__500qr_437.jpg"
"439","Bravo Supermarket Bulbul kuc.","Femilea Bulqur 800qr","1.59","1.99","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/c2b9bc04-ccff-11ef-bc20-26dd0426e9df_kasze_bulgur_photoroom.jpg","images/femilea_bulqur_800qr_438.jpg"
"440","Bravo Supermarket Bulbul kuc.","Aqro Alyans Yulaf Lopası 4 Taxıllı","1.59","1.99","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/dafaa030-d721-11f0-a8af-4ea2e20c4ea8_753368.png","images/aqro_alyans_yulaf_lopas__4_tax_ll__439.png"
"441","Bravo Supermarket Bulbul kuc.","Aqro Alyans Yulaf Lopası","1.59","1.99","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/8f784b6c-d721-11f0-891c-f6e7c34c443f_753364.png","images/aqro_alyans_yulaf_lopas__440.png"
"442","Bravo Supermarket Bulbul kuc.","Smart Böyük Ölçülü Təmizləyici Qara Süngər","1.49","1.99","25%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/fd654c26-cc21-11ef-9120-b24abecf5940_8697422822956.jpg","images/smart_b_y_k__l__l__t_mizl_yici_qara_s_ng_r_441.jpg"
"443","Bravo Supermarket Bulbul kuc.","Sab Kəsmik 2% 180 qr","1.69","1.99","15%","https://imageproxy.wolt.com/assets/693c0f8e5e3344e508d18c67","images/sab_k_smik_2__180_qr_442.jpg"
"444","Bravo Supermarket Bulbul kuc.","Coolsy Portağal 2l","1.59","1.99","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/532ef41c-b00c-11f0-a3f1-b65e38b6257e_766845_.png","images/coolsy_porta_al_2l_443.png"
"445","Bravo Supermarket Bulbul kuc.","Milla Yoqurt Yay Meyvələri ilə 115qr","0.59","0.69","14%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/08d2a0e6-0926-11ef-802c-da31903ec5ee_218770.jpg","images/milla_yoqurt_yay_meyv_l_ri_il__115qr_444.jpg"
"446","Bravo Supermarket Bulbul kuc.","Alma Pink kq","1.65","1.99","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/9d889eac-cdc0-11ef-9a77-9eb38d4b7077_235411.jpg","images/alma_pink_kq_445.jpg"
"447","Bravo Supermarket Bulbul kuc.","Kendin Dadı El Əməyi Lavaş 8 ədəd","1.65","2.00","18%","No image",""
"448","Bravo Supermarket Bulbul kuc.","Ankara Vit. Kəpənək 500qr","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/500942b2-f822-11ef-a4e3-96bdbd71933e_8690576529412.jpg","images/ankara_vit__k_p_n_k_500qr_447.jpg"
"449","Bravo Supermarket Bulbul kuc.","Nestle Nescafe Mild 3-ü 1-də Qəhvə 14.5qr 46226907","0.25","0.35","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/6beb7e00-0926-11ef-8882-6e137a3e0c5f_223595.jpg","images/nestle_nescafe_mild_3___1_d__q_hv__14_5qr_46226907_448.jpg"
"450","Bravo Supermarket Bulbul kuc.","Ankara Makaron Tel Sehriye 500qr","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/845d8e1a-2fa0-11ef-b083-5e5734b9c56d_8690576029813_photoroom.jpg","images/ankara_makaron_tel_sehriye_500qr_449.jpg"
"451","Bravo Supermarket Bulbul kuc.","Ankara Makaron 500qr Bukle","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/ebd9bf6e-0ba6-11ef-957c-568f05d8de61_223826.jpg","images/ankara_makaron_500qr_bukle_450.jpg"
"452","Bravo Supermarket Bulbul kuc.","Ankara Makaron Burğu 500qr","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/ebd9e89a-0ba6-11ef-bed9-160eaffaba65_223827.jpg","images/ankara_makaron_bur_u_500qr_451.jpg"
"453","Bravo Supermarket Bulbul kuc.","Ankara Vitamin Tel Şehriye 500qr","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/99d6dfa8-0926-11ef-a205-9adc7dc22caf_223839.jpg","images/ankara_vitamin_tel__ehriye_500qr_452.jpg"
"454","Bravo Supermarket Bulbul kuc.","Pudra Şəkəri 125qr 1*12","1.55","1.95","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/f4cf562e-cc21-11ef-9d4b-9a9a485d8f23_8694587110263.jpg","images/pudra___k_ri_125qr_1_12_453.jpg"
"455","Bravo Supermarket Bulbul kuc.","Ankara Makaron Manti 500qr","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/ebd9b488-0ba6-11ef-8b53-8a86b91cb192_223828.jpg","images/ankara_makaron_manti_500qr_454.jpg"
"456","Bravo Supermarket Bulbul kuc.","Ankara Vitamin Burğu 500qr","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/edd2df4e-0ba6-11ef-b92f-06065bf5ea62_223835.jpg","images/ankara_vitamin_bur_u_500qr_455.jpg"
"457","Bravo Supermarket Bulbul kuc.","Ankara Makaron Qələm 500qr","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/edd590e0-0ba6-11ef-b6d8-06065bf5ea62_223830.jpg","images/ankara_makaron_q_l_m_500qr_456.jpg"
"458","Bravo Supermarket Bulbul kuc.","Ankara Makaron Fırın 500qr","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/ebdb8eac-0ba6-11ef-b6d8-06065bf5ea62_223825.jpg","images/ankara_makaron_f_r_n_500qr_457.jpg"
"459","Bravo Supermarket Bulbul kuc.","Sloboda Mayonez Provansal 200ml Paketdə","1.59","1.90","16%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/6790547e-0927-11ef-9f35-3a32cd81e906_238778.jpg","images/sloboda_mayonez_provansal_200ml_paketd__458.jpg"
"460","Bravo Supermarket Bulbul kuc.","Ankara Makaron Fiyonk 500qr","1.59","2.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/cdbbe204-0ba7-11ef-8144-e296ed5d2f09_481788.jpg","images/ankara_makaron_fiyonk_500qr_459.jpg"
"461","Bravo Supermarket Bulbul kuc.","Misir Unu 200*12 G Soyiğit","1.65","2.05","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/8f1a4ce6-0c53-11ef-98a6-0248630fdd18_223962.jpg","images/misir_unu_200_12_g_soyi_it_460.jpg"
"462","Bravo Supermarket Bulbul kuc.","Misir Nishastasi 200g Soyiğit","1.65","2.05","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/ce157240-0c53-11ef-a42b-e6c4c1861b00_247948.jpg","images/misir_nishastasi_200g_soyi_it_461.jpg"
"463","Bravo Supermarket Bulbul kuc.","Klub 4 Lapi Quzu Əti ilə Pişiklər üçün 100 qr","0.99","1.09","9%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/d9a23358-d270-11ef-b9f9-ded4a43f355d_4820215364270.jpg","images/klub_4_lapi_quzu__ti_il__pi_ikl_r____n_100_qr_462.jpg"
"464","Bravo Supermarket Bulbul kuc.","Şedro Ketçup Qril və Kabab üçün 250qr","1.59","2.05","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/f1726f92-0922-11ef-b350-a2400595d414_599871.jpg","images/_edro_ket_up_qril_v__kabab____n_250qr_463.jpg"
"465","Bravo Supermarket Bulbul kuc.","Sloboda Mayonez Zeytunlu 200ml Paketdə","1.59","1.90","16%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/678faede-0927-11ef-8ddf-6a8c24f1458b_238781.jpg","images/sloboda_mayonez_zeytunlu_200ml_paketd__464.jpg"
"466","Bravo Supermarket Bulbul kuc.","Şedro Ketçup Zərif 250qr","1.59","2.05","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/f1699dcc-0922-11ef-a074-f6ce40ed4f4d_599872.jpg","images/_edro_ket_up_z_rif_250qr_465.jpg"
"467","Bravo Supermarket Bulbul kuc.","Sab Üzümlü Sırok","1.79","2.09","14%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/3ecb8462-ba4e-11f0-ada3-ba4e2630de29_30013329_7b8e8067_9395_4602_a390_d99e21288817_767x1000__1_.png","images/sab__z_ml__s_rok_466.png"
"468","Bravo Supermarket Bulbul kuc.","Kit Kat Şokolad Baton 40qr","1.49","2.09","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/c54140fe-0ba9-11ef-8ed9-7248709ff226_kitkat.png","images/kit_kat__okolad_baton_40qr_467.png"
"469","Bravo Supermarket Bulbul kuc.","Pınar Salam Ac-Bitir Hinduşka 70 qr","1.59","2.10","24%","https://wolt-menu-images-cdn.wolt.com/menu-images/66f6a23f86a34ceec78687fc/158d291a-920a-11ef-8151-56733fd12c85_355633.jpg","images/p_nar_salam_ac_bitir_hindu_ka_70_qr_468.jpg"
"470","Bravo Supermarket Bulbul kuc.","Aktivia İçməli Yoqurt Çiyələk ilə 270qr","1.89","2.10","10%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/2a1e0b7a-0924-11ef-9352-e6f3dc9c4ab3_659371.jpg","images/aktivia___m_li_yoqurt__iy_l_k_il__270qr_469.jpg"
"471","Bravo Supermarket Bulbul kuc.","Aktivia İçməli Yoqurt Manqo və Marakuya ilə 270qr","1.89","2.10","10%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/2a1d5108-0924-11ef-852a-766703b1d227_659375.jpg","images/aktivia___m_li_yoqurt_manqo_v__marakuya_il__270qr_470.jpg"
"472","Bravo Supermarket Bulbul kuc.","Aktivia İçməli Yogurt Natura 270qr","1.89","2.10","10%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/36a78daa-27c2-11ef-bdd5-f269787e2530_jogurt_aktivia_naturalnyj_29_120_g_photoroom.jpg","images/aktivia___m_li_yogurt_natura_270qr_471.jpg"
"473","Bravo Supermarket Bulbul kuc.","Coolsy Tərxun Limonadı","1.59","1.89","16%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/ee60ecd4-b010-11f0-99d6-72093ce809f2_766848.png","images/coolsy_t_rxun_limonad__472.png"
"474","Bravo Supermarket Bulbul kuc.","Activia Qaragilə və Taxıllı 270 qr","1.89","2.10","10%","https://wolt-menu-images-cdn.wolt.com/menu-images/66f6a23f86a34ceec78687fc/9a1b0718-920c-11ef-8b45-3ed95b87ac95_678469.jpg","images/activia_qaragil__v__tax_ll__270_qr_473.jpg"
"475","Bravo Supermarket Bulbul kuc.","Felix Pişiklər üçün Ciyərli Yaş Yem 75qr","0.75","0.95","21%","https://imageproxy.wolt.com/assets/693c314bc630f8b0f6f46482","images/felix_pi_ikl_r____n_ciy_rli_ya__yem_75qr_474.jpg"
"476","Bravo Supermarket Bulbul kuc.","N1 İsmayıllı Kəsmik Yağlı 2.5% 200 qr","1.69","2.10","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/d902cacc-3560-11f0-99f1-da46e7533954_wmx_s_111111.jpg","images/n1__smay_ll__k_smik_ya_l__2_5__200_qr_475.jpg"
"477","Bravo Supermarket Bulbul kuc.","Coolsy Duşes Limonadı","1.59","1.89","16%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/b2f8ffa8-b009-11f0-bb9a-5e9c691ceae7_766851.png","images/coolsy_du_es_limonad__476.png"
"478","Bravo Supermarket Bulbul kuc.","Vitaminli Pirinc Unu 12x200 Soyiğit","1.69","2.15","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/8d0d9e62-0c53-11ef-bacf-e218caa77e7c_223954.jpg","images/vitaminli_pirinc_unu_12x200_soyi_it_477.jpg"
"479","Bravo Supermarket Bulbul kuc.","Pirinch Unu 24x200g Soyiğit","1.69","2.15","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/8d0b60f2-0c53-11ef-8734-66f37a8779d6_223947.jpg","images/pirinch_unu_24x200g_soyi_it_478.jpg"
"480","Bravo Supermarket Bulbul kuc.","Yashkino Çiyələk İçlikli Peçenye 137 qr","1.59","2.15","26%","https://wolt-menu-images-cdn.wolt.com/menu-images/66f6a23f86a34ceec78687fc/cfaa13ae-9209-11ef-bf81-42e75d4ea923_312453.jpg","images/yashkino__iy_l_k___likli_pe_enye_137_qr_479.jpg"
"481","Bravo Supermarket Bulbul kuc.","Cistin Diş Toz Zanbaq Ətirli 400qr","1.29","1.89","32%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/a478976a-63a5-11ef-bb30-0efa9820b186_11111.png","images/cistin_di__toz_zanbaq__tirli_400qr_480.png"
"482","Bravo Supermarket Bulbul kuc.","Yashkino Portağal İçlikli Peçenye 137 qr","1.59","2.15","26%","https://wolt-menu-images-cdn.wolt.com/menu-images/66f6a23f86a34ceec78687fc/cd96869c-9209-11ef-accf-fa748040e486_312451.jpg","images/yashkino_porta_al___likli_pe_enye_137_qr_481.jpg"
"483","Bravo Supermarket Bulbul kuc.","Eti Cicibebe Bananlı Kurabiyə 6+ Ay 172qr","1.99","2.20","10%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/8d13e81a-0926-11ef-af96-766703b1d227_223810.jpg","images/eti_cicibebe_bananl__kurabiy__6__ay_172qr_482.jpg"
"484","Bravo Supermarket Bulbul kuc.","Klub 4 Paws Küçüklər üçün Nəm Yem Quzu Əti ilə 100qr","0.99","1.09","9%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/274c1bd6-0ba8-11ef-abc5-d29ea338e9ce_583319.jpg","images/klub_4_paws_k___kl_r____n_n_m_yem_quzu__ti_il__100_483.jpg"
"485","Bravo Supermarket Bulbul kuc.","Olala Sufle Moruqlu Keks 70qr","1.65","2.20","25%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/e931480e-3567-11f0-ac4f-8aacd216210a_334483.jpg","images/olala_sufle_moruqlu_keks_70qr_484.jpg"
